card_acc_no,card_no,cust_id,valid_thru,cvv,cred_limit,outstanding
1018,4878785067887445,2318,02/29,478,15266.96,13354.25
1019,4989024678736585,52,03/33,415,43961.77,35782.46
1020,4575807907063242851,445,07/32,838,28434.22,16667.24
1021,344409474248976,1723,08/30,519,11432.43,26283.81
1022,2720274747588149,2130,07/30,568,36925.01,45123.87
1023,38054311582681,1702,02/34,777,16380.41,23200.2
1024,4685863084210,2067,01/27,055,31810.47,30976.8
1025,3591835879754297,2952,06/34,338,24640.96,49175.72
1026,30580233546600,2930,12/32,250,45480.78,3538.15
1027,180053776079171,2508,11/29,762,19405.44,40048.19
1028,2230967741337495,513,08/30,774,2531.35,643.73
1029,3547580763699498,528,09/27,981,44686.21,40928.96
1030,3510567583877464,2915,11/26,901,28731.3,24056.24
1031,3560363534394372,1749,07/34,647,4249.78,32322.82
1032,3577352204012340,679,10/32,578,33723.17,32165.99
1033,374048873246273,1371,09/26,335,10264.41,8730.01
1034,2229114618184691,1319,04/32,725,9621.83,29613.09
1035,4263522979205405,2239,09/31,660,41779.65,44246.12
1036,6534559136856173,2086,10/33,991,49045.17,8336.12
1037,6011224352271357,1843,06/33,257,41200.95,15710.03
1038,3546609247699617,788,06/25,776,27307.76,26315.81
1039,4149421970702835,2332,07/33,916,8928.03,45472.41
1040,3588607647003413,2654,07/29,778,37860.77,717.15
1041,180095088767332,1144,03/32,482,17082.06,41637.63
1042,4376709936592767189,1648,07/27,716,37459.32,41272.98
1043,3526659990737738,8,06/27,9752,37561.42,28847.04
1044,4734712716135897,440,06/31,430,18563.12,49021.58
1045,373140272712038,1111,04/26,182,38306.77,40490.38
1046,4098416375889,1260,02/33,071,36218.67,34087.31
1047,4298105658494786,1592,12/34,821,36281.45,33220.46
1048,4796266661684,1753,12/30,233,49932.33,33127.02
1049,3514878458074038,1681,07/32,0486,4218.35,9508.11
1050,4278046737910,45,12/27,754,30047.38,43342.65
1051,3559788353885105,2768,03/34,566,35744.62,36881.48
1052,36888413741220,2833,01/35,421,6692.22,23498.86
1053,342520896170150,2312,01/35,917,11548.07,38555.57
1054,4366418084276345536,1269,10/25,8757,49612.24,11840.82
1055,4624807676062,1171,10/30,872,19768.68,49356.61
1056,676190062064,112,10/27,800,44932.17,10614.11
1057,378616012991375,2722,07/28,828,10561.53,38222.37
1058,4216191134996,2592,07/25,033,42655.89,256.29
1059,4441384596666174714,2178,01/31,888,19078.75,46013.75
1060,180080948260306,2716,01/31,947,40028.46,42906.16
1061,3584525827335666,1475,03/28,176,4860.41,27578.39
1062,30005322703680,2086,05/28,236,46939.58,44812.21
1063,6011065517092158,1139,06/30,217,1549.72,3370.23
1064,630492902758,2059,07/34,733,47457.15,9024.58
1065,30144974985459,1132,09/33,821,16853.89,18482.36
1066,4000832851972552,639,03/26,132,43158.9,9533.67
1067,180093661912987,2356,07/32,563,40097.12,7119.04
1068,30264390117725,2501,05/30,740,12188.6,22919.15
1069,675985639532,317,04/26,249,33778.48,19903.42
1070,4260161983625685191,183,05/29,146,5353.64,13461.59
1071,4193988570056,2288,08/25,160,43927.88,19267.5
1072,587238591107,93,04/25,374,30707.94,2647.19
1073,4088432215847,1861,06/32,160,17640.7,44794.17
1074,4809363125136147697,1086,02/27,175,43662.79,5916.6
1075,36277950284440,2834,03/27,914,27209.51,5625.76
1076,4754926403764638,796,02/34,1607,24354.49,48555.89
1077,2534810479318746,885,12/29,675,45439.92,22675.13
1078,4179084998602149,2502,07/29,083,30366.18,13145.79
1079,4719843971530206,2370,02/28,440,17863.84,33428.3
1080,3585107951293984,436,08/32,495,40865.17,44557.09
1081,501857033408,2776,07/31,084,24125.41,22322.81
1082,6011348075813284,2148,05/25,391,43648.0,21074.28
1083,6011703711817091,1258,09/31,066,17534.38,11801.6
1084,6011610867488066,341,03/31,0434,47589.87,11112.64
1085,213171839305226,898,10/32,041,29302.4,42352.34
1086,4410457916867086,291,12/32,303,13434.13,7122.01
1087,2247059629295606,1478,12/25,253,4469.38,12597.76
1088,2228704853709920,2123,05/33,877,16609.08,46068.99
1089,4380794651440,2515,07/26,278,44731.35,47359.99
1090,4601522650556,2348,07/26,929,43106.54,40341.09
1091,4914597379274782,1966,06/32,008,4192.61,16677.53
1092,213187243522321,32,09/33,128,22038.65,16600.39
1093,6011405267064116,1031,04/25,554,3036.5,33853.21
1094,213162064799902,560,04/28,972,23266.33,37862.98
1095,4173722613382201562,1414,01/26,0499,30945.5,12707.67
1096,213110484899935,1910,08/29,0068,10230.6,13508.17
1097,213162129977519,2071,09/28,841,38491.56,10269.59
1098,6011039071871950,1555,02/33,769,44610.48,44067.02
1099,4767700098254501,2550,06/31,706,32077.57,8151.87
1100,4421667482091476,562,04/29,453,32247.7,6349.22
1101,4682107416316,1724,08/29,786,8911.24,32221.66
1102,4430526742163,2386,06/30,386,28226.18,3977.82
1103,501826848027,2321,08/27,285,13160.61,32391.81
1104,4704996372584680,2858,10/25,591,2191.32,1011.37
1105,6508329976482387,2406,12/32,490,9956.74,29303.09
1106,3544712029737415,2445,03/29,782,29112.17,6290.4
1107,6011427458304929,2699,08/28,646,2642.44,24022.44
1108,4039180508697890,1787,10/25,881,2032.43,29160.75
1109,3527074436906393,458,04/26,970,41197.92,284.41
1110,4482766360899590,505,11/32,721,36232.77,16063.14
1111,4397713804864463293,1276,05/26,435,47252.03,43447.84
1112,630450446251,529,07/26,223,46979.94,36863.33
1113,676299263100,265,08/30,6744,17226.22,36859.09
1114,3509486619408256,2119,07/34,417,35918.49,26538.69
1115,676280901189,1792,07/34,264,18781.98,12518.32
1116,4048137625934969,1593,11/34,206,44877.71,32022.77
1117,586580112207,1699,08/26,085,32171.41,20991.01
1118,375184450307904,2177,11/28,898,14452.79,43964.89
1119,4490659918597230,1477,08/28,146,29954.79,38886.01
1120,213112916045327,724,09/28,173,33467.92,38358.01
1121,5443319711223071,848,06/29,969,4655.36,44828.67
1122,6011138882226386,2470,10/34,005,32821.92,12629.41
1123,349431427375446,830,12/33,210,22879.96,43722.34
1124,36477458280813,419,08/26,079,6472.26,33918.09
1125,676134050449,1687,05/30,672,14561.88,697.59
1126,4673959126764,1480,02/34,146,40654.67,47950.99
1127,180093179013070,253,01/27,067,8199.89,5994.14
1128,349637787131738,1243,05/34,246,11137.15,44343.24
1129,4156296989064421,2072,07/28,155,3011.16,33132.57
1130,503850094916,2133,08/26,003,12165.77,3899.86
1131,4384617262625,1559,12/27,906,43827.95,19998.38
1132,630486953122,104,11/34,125,48038.89,35565.41
1133,3581733741697236,2880,04/28,062,13838.39,11708.42
1134,180019355432503,958,04/27,355,13684.72,16432.27
1135,341188536850630,1910,01/26,252,23388.28,7288.24
1136,4878522791891892,703,11/28,940,13550.15,31606.71
1137,4973786561338483,2094,05/27,585,43478.27,1155.21
1138,6011203850712104,951,08/33,888,49994.39,16985.14
1139,6556068679233124,2485,05/31,652,32484.25,21497.79
1140,2708392588623308,2559,05/31,260,39708.49,27319.58
1141,4948087578228374606,632,03/34,845,17222.04,35599.14
1142,180088053656671,2037,02/33,713,35173.07,36509.57
1143,584896049312,1571,06/25,421,44373.41,29439.34
1144,5477121079135478,908,06/33,240,17997.9,14711.12
1145,4978217283418,1716,04/27,123,23715.6,37450.35
1146,6011825084883275,1809,05/30,852,19656.27,2.69
1147,6011018553101862,349,10/28,977,38618.63,17287.2
1148,2720430660821764,1276,09/31,024,18591.37,43105.26
1149,2708977813195468,1242,09/28,936,29308.37,16742.4
1150,3527875106922241,917,06/29,758,4389.69,1022.16
1151,4042294622731520,1492,07/33,206,26529.46,2990.02
1152,373611692010575,1756,01/30,771,36016.74,32643.65
1153,6559144722126172,2076,10/25,5731,7367.62,27394.05
1154,4957570815639940,2068,11/29,649,8244.35,36988.67
1155,2620425438075439,2862,08/30,397,44905.21,47816.7
1156,6011630652481647,92,02/35,167,19971.29,27162.78
1157,3554376138520083,393,01/27,654,2887.14,31605.34
1158,4209991063374,407,02/28,888,43971.24,9123.36
1159,180065580970601,1897,07/33,043,37942.39,4018.96
1160,3592269894715522,873,10/25,311,42238.18,30122.3
1161,180006563236016,2268,05/30,487,11940.26,17760.59
1162,4367920319818485898,1261,12/26,2929,49351.96,2640.29
1163,30035271385882,587,03/30,965,40483.01,28076.62
1164,6011260646346506,2185,09/33,587,44016.74,47112.92
1165,374353946348480,597,05/26,141,27224.86,10223.33
1166,4033593202320682,809,11/26,537,41269.53,5796.73
1167,4896917982087575153,131,04/30,640,43095.99,13073.82
1168,579440230442,1329,01/35,849,28491.64,33391.88
1169,213110232592337,102,07/32,624,23291.0,3074.83
1170,30237856573953,1906,10/29,573,48465.05,27834.48
1171,344044632219674,187,10/28,082,8169.0,21738.11
1172,4626714922216,2342,07/27,671,44405.66,15537.01
1173,3514950391187225,1083,01/32,8168,9546.66,12438.54
1174,501804555248,317,05/33,575,25107.83,3278.16
1175,4250212131495251,914,07/27,690,2239.75,30307.54
1176,30234410599087,1634,06/27,763,12222.71,39020.35
1177,3588665075195358,2676,10/33,4859,47355.54,24946.61
1178,4328641636114,1043,01/28,507,15334.01,23740.84
1179,377307667061786,435,03/25,992,36720.3,13083.97
1180,213127436937480,2050,06/27,071,47080.42,41862.42
1181,4721882110663292,1826,07/30,032,1884.39,36260.73
1182,4415061792820527,2741,06/25,752,45184.38,4866.38
1183,4734994894335,2577,04/33,364,15957.2,19884.29
1184,4048842133440629,1699,07/32,536,38532.83,31990.21
1185,3525111046317108,1209,01/34,425,5842.96,32487.85
1186,3512408972718134,1066,01/35,678,37470.2,33684.32
1187,213147972552568,676,10/28,1171,44454.78,21699.43
1188,3547739200063888,880,07/32,090,34257.02,43365.69
1189,4273439817652524,1336,10/34,084,39561.35,46712.37
1190,4107544873623479179,983,06/27,942,2372.22,36298.84
1191,6011140660142140,2147,04/33,171,12652.66,3121.37
1192,3543252509563040,2064,07/33,016,42529.76,31260.18
1193,180074773859209,2312,11/25,713,44377.01,41411.6
1194,6561725443361092,1646,12/30,396,44511.92,20123.75
1195,4710896644171591,1243,01/27,388,13821.31,36008.55
1196,4817794353503660,839,03/31,908,1498.76,27881.74
1197,4673572715887283,1703,03/32,226,28755.08,4962.42
1198,4875768593282169,1398,01/31,266,35371.44,47039.14
1199,3534667990442431,1718,07/29,679,34426.77,7408.44
1200,342906621490106,356,03/28,512,13422.25,22286.95
1201,4853965167279797,2413,10/33,608,47784.12,39572.67
1202,2534989969053672,2747,08/27,489,45735.19,16029.48
1203,4623680344806,89,08/32,617,26742.15,47485.44
1204,3532830278415030,2582,07/26,113,13821.2,45205.84
1205,4977368009899380317,365,12/31,415,6696.18,21199.42
1206,180010023483051,2623,05/34,729,43401.27,30574.14
1207,4994719857658806,2761,02/28,815,23689.51,48606.35
1208,348457899245784,1669,05/27,8588,48058.04,2813.78
1209,3561971587519304,350,03/29,813,9709.77,3541.78
1210,3561226619450592,2797,08/30,117,24035.88,5641.04
1211,213126792545911,1135,04/30,411,1926.43,40843.28
1212,4275747727398,2081,07/25,266,11527.17,47438.94
1213,4695763901513080,2016,03/27,775,9023.81,48703.32
1214,3593874852105852,275,03/34,550,27853.96,30141.3
1215,4205506429045735462,2373,11/26,817,44981.54,48151.66
1216,4896174858313,2688,10/25,819,7980.45,16895.24
1217,377676340584467,2151,05/30,3572,14238.91,33759.27
1218,4862047766216612317,2035,02/35,928,18850.06,2985.83
1219,30570265569125,1922,05/31,855,48639.01,19476.22
1220,501873823923,2900,09/31,380,45622.66,40415.33
1221,5114254458005969,2214,02/33,710,8158.93,37125.63
1222,370593748119837,59,07/34,3731,16298.35,17389.45
1223,4924454031340155,428,10/25,984,37571.08,46347.76
1224,060434585877,2089,08/33,643,43413.47,13284.36
1225,213143329090147,773,09/26,856,6017.23,27427.42
1226,30165033108007,1625,08/33,836,42931.22,42449.93
1227,503818040613,1208,05/25,504,12129.88,10755.11
1228,4973994996920418,2820,10/33,2675,15097.4,6888.62
1229,6011621375049837,1653,07/31,691,38172.22,10599.68
1230,213129901298950,2877,05/31,545,16694.56,29966.22
1231,180089669576741,1527,11/31,027,31875.45,13891.78
1232,3599698940807326,1575,01/31,613,40533.25,17657.59
1233,180035710730423,338,03/32,824,38793.34,42776.73
1234,4697782209760,262,12/27,513,7211.66,36355.77
1235,4042573126653516,944,04/26,647,37514.06,35914.2
1236,2558461539982120,1062,04/32,471,13745.57,12318.91
1237,348952978216128,916,03/29,534,6925.74,13937.75
1238,378702837714828,1745,03/26,517,38261.33,41526.14
1239,3525982837298701,667,03/34,316,9137.33,38745.22
1240,4587292002571285,1380,03/34,859,1801.43,25529.3
1241,3572717406452111,1632,02/34,054,48856.7,676.47
1242,6011659497546306,2887,12/25,260,45384.83,24718.86
1243,4413778781436,2354,10/26,501,47482.97,26431.1
1244,180021649339304,1403,05/27,644,15165.64,35897.41
1245,3548779283502120,2959,12/28,653,28047.22,15751.19
1246,6546550689999003,497,04/25,5771,20558.87,5939.72
1247,3557945759704346,2849,01/35,255,13351.03,46949.65
1248,4747630702489185943,1439,04/30,7487,29132.21,15726.28
1249,3553549021208013,2726,06/32,950,22408.75,16627.19
1250,4320360067835903,2283,01/31,113,17942.24,19465.45
1251,4105089755044533,1394,06/30,288,41558.86,39503.02
1252,4145591138283144,924,01/30,776,49727.92,35907.73
1253,213113228356311,713,02/33,593,14532.47,36014.0
1254,4398486257201,486,02/35,446,22234.81,14920.23
1255,2437391154359675,2635,01/28,194,11817.93,45116.02
1256,180075902831001,1867,04/33,755,6477.01,24303.02
1257,4077061478241675147,1168,11/33,741,36156.82,7897.94
1258,342587559872604,1304,03/26,806,41149.37,24159.26
1259,3543061600107098,768,04/32,491,17624.26,25036.53
1260,3578263179728555,2122,08/29,816,3383.02,1808.65
1261,3589252170131544,361,11/28,7144,33805.52,21173.05
1262,4984990045806609614,1445,11/33,740,47706.93,17317.94
1263,5262980564051477,262,11/31,516,42689.52,3892.29
1264,213133258666892,799,04/33,039,29767.18,42678.39
1265,30280858010145,949,05/30,384,45821.34,46587.61
1266,2273639987034734,2791,05/31,059,5672.75,11267.86
1267,4548528186305178273,2753,06/28,092,26913.06,35356.11
1268,30023574321283,2367,09/25,503,19268.62,7451.9
1269,3557506756003940,2922,10/29,954,3819.75,41900.46
1270,580384490612,1384,06/31,4216,48829.29,47674.79
1271,3567727908571455,2780,11/28,871,5750.04,32993.28
1272,2271353825148290,1168,10/28,970,35459.96,32516.5
1273,3540905597139352,1124,10/25,252,12819.7,23179.3
1274,4519447186276514,2720,06/28,040,21608.86,35152.08
1275,180068626849854,226,02/34,582,39086.33,18563.29
1276,376898539249063,1560,02/28,880,24640.68,36831.13
1277,4423043742883722,1895,10/26,379,14809.53,36097.54
1278,4489064016470922,183,07/30,980,29051.91,38885.89
1279,30577710446569,877,06/25,416,14803.92,30517.15
1280,180087960260601,1746,02/33,868,2778.5,45644.13
1281,4065353167174934,2512,06/29,228,29021.15,18802.3
1282,4879572478485863,1712,08/34,624,29962.88,42660.42
1283,6011332484516415,542,02/26,040,40521.48,5141.1
1284,4800241516885719511,2585,07/33,225,20980.06,6091.5
1285,348873394150115,1799,08/32,091,46082.27,19455.66
1286,5506483514429717,233,06/28,942,46761.52,21865.43
1287,4620622412618,2699,09/26,309,40656.71,11867.46
1288,4442903213733515,745,09/28,350,28180.29,23342.62
1289,676369556508,835,08/33,639,32487.22,14521.77
1290,503807969558,2980,01/26,006,36957.54,10746.63
1291,3515410460089561,2269,03/30,181,41984.98,19332.41
1292,503815942829,771,12/30,162,16115.43,2156.12
1293,4133130641750655,2483,01/32,689,20556.1,30751.42
1294,3506696649540927,1669,01/26,769,26703.7,8894.36
1295,3515028473141284,1408,06/25,104,46302.65,1867.35
1296,503800778162,6,02/29,676,16018.05,10506.7
1297,3592707598056354,1623,05/29,781,33395.88,30444.16
1298,4970397985065182,1597,04/30,652,38701.37,31740.12
1299,4615548316247086,250,09/30,455,4511.24,11658.87
1300,4093061230331375,2491,12/32,278,32871.66,14270.8
1301,4638223083154721880,608,09/34,344,5108.37,42878.75
1302,3543335895091922,2935,01/29,064,44723.66,41907.21
1303,6011970363774124,1555,04/25,980,46970.79,8362.58
1304,6011422624909842,693,12/32,768,37103.24,14025.09
1305,30510345697710,294,12/26,441,36673.62,19178.64
1306,30474664280584,1535,04/26,486,28415.83,19412.49
1307,5246568078378089,79,08/25,103,23155.01,46381.04
1308,30357939975619,2161,07/34,191,49225.8,23863.89
1309,4264203175542268,474,11/28,827,17134.72,16158.62
1310,213110978700607,1068,12/31,450,27673.07,26017.79
1311,4282136515601253,1009,05/27,318,22127.02,49670.01
1312,676146209702,612,05/25,190,41146.16,11376.65
1313,4437059866814,1654,11/29,133,38645.85,43146.31
1314,30445717274154,1754,06/33,356,26632.67,34137.18
1315,4695022060088834,2008,06/26,890,7940.26,1365.54
1316,4315329578907573,912,03/33,199,13793.46,9105.08
1317,4782478529247367,1491,02/29,960,46341.4,19310.06
1318,344792719338052,811,03/26,819,41175.5,29724.22
1319,6578026184319816,271,09/27,9332,21216.6,13253.26
1320,38665866996107,2280,04/28,5244,6905.21,32054.1
1321,3545647780474593,955,07/29,253,9377.99,12021.95
1322,4401353854850,2446,10/31,432,25401.45,45658.56
1323,346703524218577,1017,04/26,017,10124.18,3156.01
1324,2285989137262669,1095,06/29,587,38272.88,23610.03
1325,4339979442927078443,1423,01/31,919,15180.67,18061.08
1326,213112602468171,905,07/32,172,48153.91,15606.39
1327,4237385277144,1081,12/26,773,44959.07,35406.98
1328,30058557553007,2551,07/32,826,4455.61,3931.34
1329,213120010457553,2633,03/28,956,15893.19,19085.02
1330,342012798330249,2291,03/28,415,9095.75,3027.57
1331,2452738687937999,532,01/28,186,2731.0,45610.98
1332,6011749552480051,438,07/25,3007,38341.67,46809.42
1333,4256253079439434,2975,07/31,464,48902.98,30204.64
1334,630459334482,490,06/34,878,16921.06,19669.29
1335,4233846693177929315,1810,04/26,968,31589.45,37658.66
1336,3560026085586148,967,03/26,962,9872.54,48996.64
1337,30503648956412,2602,08/32,624,16847.62,4921.99
1338,4286077775386,2059,08/31,213,27802.28,46015.5
1339,375009619958547,755,04/32,128,37013.5,38103.92
1340,4380827902595121,1794,10/34,488,26462.87,19263.45
1341,4231770678263,656,02/28,722,33918.65,6332.11
1342,5312501728222521,173,06/30,780,13092.45,39776.4
1343,180075900302146,1992,08/29,2345,5802.78,1054.39
1344,4733129282500829,487,01/31,775,40287.91,45713.87
1345,180010987695757,997,05/25,050,24576.03,7489.2
1346,6527110922587579,554,02/27,360,43880.65,36939.91
1347,213104769258750,176,03/29,780,25998.99,14238.2
1348,6521692932406417,1157,08/30,587,47608.06,11329.98
1349,4787389200077954,2301,01/28,809,26718.74,2807.15
1350,4788445211549,2942,06/31,174,46797.96,24922.31
1351,4091944284323798,221,04/31,049,35284.08,17135.98
1352,3576202686305996,1995,04/29,479,19313.22,26452.72
1353,4210554959167630,1524,09/25,429,2803.58,17464.96
1354,213101528007296,1857,07/28,315,7122.62,22483.54
1355,2249606557679892,2745,06/34,686,47665.58,42047.44
1356,4917939439762496,2524,07/31,193,28426.7,3239.53
1357,6011611626870917,789,01/34,193,34953.8,39987.05
1358,213103055948645,1872,08/33,755,32091.07,33456.81
1359,3507465616598014,2266,07/34,485,47235.29,42248.55
1360,4013185003300679065,2078,01/33,227,32245.05,39012.89
1361,4408369492059752,1644,04/33,659,18306.29,33964.95
1362,4969601673921666680,1109,03/31,640,28698.44,17897.26
1363,6011868168424533,2527,05/30,227,30482.09,48311.76
1364,4090433569544444,2176,01/27,487,25255.09,43974.8
1365,3505884849926002,1030,12/32,750,11075.74,37798.48
1366,571664430790,682,01/35,068,5954.14,43034.42
1367,180080646997613,2524,01/30,100,5785.33,45673.29
1368,38159750743015,2068,02/27,648,10710.17,29664.22
1369,2720432323735985,1257,01/35,534,12297.35,12925.61
1370,4110862602855159,973,03/34,664,4988.14,46933.25
1371,180059880725898,1256,05/30,936,26789.81,43750.41
1372,342673397978702,548,09/26,618,30680.03,13962.49
1373,4232754394814986,1028,07/30,778,14523.68,24020.85
1374,4672059372769039,1690,10/34,409,34878.76,21546.12
1375,36370812616329,2132,10/25,424,7090.39,34971.07
1376,4277347449088353,2938,08/31,8583,17211.11,8447.89
1377,503882688578,1237,01/29,941,37391.75,14565.36
1378,213105700392988,2522,11/27,014,22355.49,31260.31
1379,4408828282940857704,337,06/29,864,16063.84,19427.35
1380,4079668322263312,2329,11/27,532,45856.17,32044.7
1381,3545728212637005,1764,03/30,6699,3436.56,26698.53
1382,3560321701611903,1320,01/33,951,37260.75,1429.42
1383,38643175521734,996,02/30,733,37427.18,11751.84
1384,639016262839,937,05/25,860,13775.7,27386.9
1385,3505661858783403,2256,01/26,137,30803.67,46804.53
1386,6011635482910913,347,02/34,764,30141.62,484.45
1387,4639361571751723,214,01/32,290,30508.75,11330.32
1388,6525109464970807,2366,02/32,997,37908.19,45755.56
1389,370884658824734,673,10/34,908,23796.53,8257.49
1390,2711789442808477,1014,10/31,047,23273.48,219.52
1391,2706134803186915,2501,05/32,590,43792.46,42590.1
1392,579412274493,2462,08/32,754,22860.94,47733.8
1393,4178185182660172,2588,01/35,171,27813.73,20184.76
1394,4875567742787460,519,01/33,294,39299.94,277.55
1395,5497045081992236,89,01/29,735,37058.64,1694.85
1396,30355319112035,70,06/33,000,9629.66,16418.18
1397,676303988593,2874,03/32,173,38043.34,47637.02
1398,4186779152880503,1843,10/30,001,11510.3,32885.67
1399,347336795348523,1152,07/28,2121,42596.22,34998.94
1400,3580564859674217,1191,01/35,764,36015.98,33109.69
1401,3507182246100752,248,10/34,596,49656.16,38487.07
1402,6011926037148194,2126,03/34,373,42618.41,34135.8
1403,3504356184562925,2949,07/30,231,49843.57,42085.83
1404,630480769029,2999,03/27,949,19007.98,32156.66
1405,4733974101797605,2872,10/30,799,31399.8,9674.68
1406,6011556550641778,1293,02/26,691,29971.1,40424.41
1407,4315993682119,579,11/33,770,8335.66,47956.71
1408,6011660934567590,2884,04/30,541,29238.95,11263.3
1409,370738058201838,136,08/32,595,35884.75,44750.2
1410,675959067785,2306,11/25,091,25373.82,30765.79
1411,3509375623583206,1771,05/33,884,1331.23,1277.06
1412,213149337206195,344,10/31,670,48373.78,29406.92
1413,375418363777872,2469,04/25,015,27735.38,6192.36
1414,4743664517761,2215,07/33,994,44681.87,15413.37
1415,376785114145818,381,01/26,202,31026.83,11851.78
1416,3528802434907099,252,05/34,058,33797.13,6605.68
1417,4014274312098599652,423,05/29,292,36671.15,48740.39
1418,6011399794159129,337,11/32,727,18707.26,43469.92
1419,213151365941677,2918,07/30,430,45563.55,40846.41
1420,4744528688699,210,07/25,654,13719.89,41708.05
1421,213127481402596,2642,01/32,007,39249.12,20707.79
1422,4306379419390381,261,04/27,129,45007.25,11835.92
1423,3554423720962560,1631,02/26,093,8341.19,49287.5
1424,374504537346230,419,02/26,911,21024.26,38607.9
1425,3545027081539990,707,06/34,889,49355.3,45172.9
1426,6551635477429313,1259,04/32,662,47417.29,42450.46
1427,3521500078306282,1327,10/33,980,13729.74,23965.29
1428,4656179262256804,1501,12/29,5252,8252.6,28352.06
1429,38143285925735,1524,10/32,878,30092.92,20876.47
1430,503804087610,2786,03/26,796,28084.98,43398.75
1431,38430415643027,657,05/32,695,17732.35,1362.36
1432,4984780341709980325,897,08/31,717,42532.58,31188.51
1433,4367661957231887407,1868,03/30,7505,35392.54,28897.21
1434,345730075793600,1581,05/33,044,2321.71,43722.05
1435,3582900820720770,594,03/34,482,10524.82,32549.06
1436,3533868365951300,720,06/26,775,45281.09,17235.25
1437,4230228553460217667,2426,02/32,945,45007.47,1352.19
1438,2673615629458776,2146,05/25,807,23009.85,19857.93
1439,2713940385756896,165,04/33,344,32946.35,2785.02
1440,4256106553158443,375,08/30,093,29637.94,22396.85
1441,379251148074281,60,08/33,336,19202.93,8778.17
1442,180009002719998,2234,08/27,365,42745.77,45408.87
1443,3531189027825002,1726,05/25,9001,7796.41,36088.5
1444,6514058899874519,1868,08/28,380,41478.84,25181.51
1445,675936991347,2390,03/26,840,29486.53,18884.29
1446,213104564783515,1049,01/26,313,43010.28,27640.42
1447,4603074472251212,2767,11/29,817,43577.72,22132.68
1448,3535172777421343,2346,09/34,161,19419.28,28186.67
1449,180052071271202,881,07/28,218,6934.57,12328.55
1450,376864480176374,1392,09/27,610,8742.15,20953.76
1451,372107106778106,2957,09/27,713,14720.54,23098.06
1452,213161208522386,126,06/34,730,29264.33,36327.38
1453,6011880832769649,2216,09/29,922,15497.43,41017.87
1454,4253883668942662,131,05/28,150,43831.28,16716.66
1455,4160939859714526,1189,08/31,700,45162.0,9435.55
1456,060404098695,2790,01/33,818,10353.3,20966.54
1457,675921274311,1222,03/31,909,17845.72,28734.1
1458,213173058553817,1994,06/26,357,10248.56,10500.77
1459,213182130004574,1186,07/31,066,41475.83,6791.14
1460,180073909220443,2259,01/33,459,13358.79,3321.92
1461,4389291003514542,636,10/32,6604,33243.22,4789.11
1462,3501760550739145,1628,10/28,970,18108.78,39680.05
1463,2275048765007425,2958,05/31,808,28048.37,3898.81
1464,4933332240782939,1551,09/34,239,38151.25,26814.7
1465,4612856404973,1928,04/30,234,19164.35,20636.1
1466,370858028094194,1356,12/29,099,15841.5,28939.21
1467,3520585327491333,347,02/32,933,4756.23,10189.08
1468,3594800404672106,2773,11/29,758,40303.11,37736.61
1469,375629652428809,2403,03/25,678,21117.91,11804.17
1470,4396010970687,1676,04/28,924,49252.57,44702.88
1471,4406589263081,1587,04/32,471,30541.5,30679.27
1472,4500522856963325377,2992,06/33,121,7793.48,44313.64
1473,345634162419097,637,12/28,875,48781.47,17963.18
1474,4934793567203,717,12/30,958,5234.09,707.29
1475,3507338063483230,251,04/25,126,47406.96,44345.73
1476,30229949834120,2179,02/28,633,6208.2,44333.02
1477,060409139148,2634,02/27,057,34007.52,27234.52
1478,4871209849918,2300,12/33,129,25298.27,3470.23
1479,6011233583985172,2504,11/30,818,2514.26,32707.22
1480,4929067674621684,1724,04/33,719,12572.81,34551.27
1481,4013067249460518576,2274,11/32,864,13265.82,2603.63
1482,3581890015967800,32,11/30,469,35038.32,12276.95
1483,3586435036660748,2191,12/34,843,2012.78,47522.42
1484,2306408943362303,1934,06/33,0235,30366.09,18831.76
1485,6011385384364070,2461,09/28,564,48884.26,28503.15
1486,6514031651763154,1490,01/28,953,5677.43,49415.62
1487,4333788739917065643,1213,03/28,324,12852.54,30610.35
1488,30451772712443,2671,02/33,3903,33560.1,18519.7
1489,371130111012031,2723,03/32,265,41269.6,30974.99
1490,38021811573684,2240,09/30,498,14521.57,37652.54
1491,370697345732072,1932,07/27,041,37130.94,38814.47
1492,3566975137808724,2561,12/27,107,18436.96,4939.81
1493,4735030298535320,836,06/30,039,23022.35,47810.12
1494,4101148862677,2356,07/32,1228,38744.49,26292.48
1495,4684997167544552,2714,10/26,683,4605.67,25046.12
1496,060455101315,2104,02/31,723,46566.14,29652.35
1497,676383386114,2683,06/26,144,19130.71,27107.89
1498,213103770994452,74,06/30,768,10729.26,25819.36
1499,4552089539705993,153,11/33,062,14216.15,23452.8
1500,3530433624085623,2923,05/27,534,25602.73,30224.24
1501,3532425031693328,697,06/33,457,41759.65,10604.55
1502,4205860945576639518,2826,09/28,350,42581.85,44018.42
1503,4736110355965088,2121,01/26,653,25111.78,25179.03
1504,372839492436507,959,02/28,264,6214.91,18143.97
1505,6011210116066852,1067,05/26,639,26351.63,45139.54
1506,30350572744327,2161,07/33,902,33181.36,16436.63
1507,4785902744527964930,1732,05/28,387,23412.46,30994.76
1508,6011346471293358,2624,08/33,334,8144.12,32239.47
1509,3592934441648415,1325,05/33,038,22715.87,27607.54
1510,6576161197673503,1262,04/28,294,37566.02,3420.84
