account_no,cust_id,balance,type,creation_date,status
1003069,1547,827201.38,saving,2022-05-24,active
1003070,1548,952673.41,saving,2024-06-28,active
1003071,1549,236488.8,saving,2020-01-27,active
1003072,1550,544651.7,current,2016-08-30,active
1003073,1550,778182.31,current,2017-03-25,active
1003074,1550,579411.03,current,2018-05-24,active
1003075,1551,261979.87,current,1996-08-30,active
1003076,1551,971853.63,saving,2025-03-09,active
1003077,1552,51371.99,current,2004-12-17,active
1003078,1552,835853.42,current,2018-07-03,active
1003079,1552,594603.53,current,1998-01-06,active
1003080,1553,814352.38,current,2021-02-05,active
1003081,1553,491657.46,current,2020-01-25,active
1003082,1553,53880.14,saving,2021-05-28,active
1003083,1554,696209.72,saving,2023-08-20,active
1003084,1554,229811.91,current,2024-07-26,active
1003085,1555,831770.86,saving,2021-06-16,active
1003086,1555,309589.49,current,2021-09-14,active
1003087,1555,647034.22,current,2017-11-14,active
1003088,1556,585464.38,current,2021-07-06,active
1003089,1556,369633.27,saving,2022-10-27,active
1003090,1556,990758.03,current,2023-04-20,active
1003091,1557,257017.53,current,2025-02-19,inactive
1003092,1558,588741.6,current,2023-02-22,active
1003093,1558,887589.12,current,1997-08-25,active
1003094,1558,593168.89,saving,2020-09-27,active
1003095,1559,572706.83,saving,2009-05-10,active
1003096,1559,155030.82,saving,2005-02-26,active
1003097,1559,307388.35,current,2011-10-04,active
1003098,1560,453192.29,saving,2013-07-12,active
1003099,1560,243525.66,current,2016-11-08,active
1003100,1560,581259.62,saving,2016-06-18,active
1003101,1561,429858.64,saving,2019-07-23,active
1003102,1561,684038.36,current,2023-05-27,active
1003103,1562,382076.43,current,1994-11-02,active
1003104,1562,10435.67,current,2004-02-04,active
1003105,1562,818023.29,current,2010-08-23,active
1003106,1563,937142.78,saving,2011-05-26,active
1003107,1563,809894.22,current,2024-03-01,active
1003108,1564,98051.57,current,1986-12-18,active
1003109,1565,122608.52,saving,2024-11-12,active
1003110,1566,871927.97,saving,2001-01-23,active
1003111,1566,323596.33,current,1989-12-03,active
1003112,1567,761126.98,saving,1994-01-25,active
1003113,1567,498398.12,saving,1981-09-20,active
1003114,1568,320423.33,saving,2024-12-26,active
1003115,1568,55878.61,saving,2021-09-10,active
1003116,1569,365434.01,saving,2020-06-08,active
1003117,1569,219815.09,saving,2007-10-17,active
1003118,1570,523842.82,saving,2020-03-17,active
1003119,1570,486782.26,saving,2024-11-03,inactive
1003120,1571,582338.83,current,2024-11-05,active
1003121,1571,564235.12,saving,2024-11-15,active
1003122,1571,759255.36,current,2024-12-19,active
1003123,1572,961025.74,saving,2016-07-28,active
1003124,1572,627140.81,current,1999-09-19,active
1003125,1572,453826.79,current,2013-12-04,active
1003126,1573,50833.41,saving,2019-10-16,active
1003127,1574,581436.86,saving,2012-04-06,active
1003128,1574,572442.82,saving,2004-09-04,active
1003129,1574,468826.95,saving,2012-06-23,active
1003130,1575,998192.13,saving,2023-03-16,active
1003131,1575,995486.31,saving,2017-06-25,active
1003132,1576,903293.56,saving,2024-12-02,active
1003133,1576,125534.07,saving,2020-05-06,active
1003134,1576,948522.71,current,2023-11-24,active
1003135,1577,245102.28,current,2002-01-21,inactive
1003136,1578,890671.0,current,2024-12-21,active
1003137,1579,473267.0,current,2006-04-13,active
1003138,1579,57264.98,saving,2009-10-11,active
1003139,1579,828895.5,current,2011-04-28,active
1003140,1580,235560.51,current,2024-10-12,active
1003141,1581,446791.94,current,2025-02-10,inactive
1003142,1582,888090.48,saving,2019-05-14,active
1003143,1583,698252.51,current,2022-12-05,active
1003144,1583,942456.34,saving,2022-11-15,active
1003145,1583,732810.31,current,2023-06-11,active
1003146,1584,152185.99,saving,2024-04-15,active
1003147,1585,38775.39,saving,2023-10-13,active
1003148,1586,599670.24,current,1987-12-25,active
1003149,1586,778600.53,current,2000-03-26,active
1003150,1587,730146.05,saving,2023-01-26,active
1003151,1587,754810.59,current,2024-06-14,active
1003152,1588,352270.11,current,2024-05-26,active
1003153,1588,832510.99,current,2024-06-06,active
1003154,1589,263680.35,saving,2004-12-19,active
1003155,1589,590271.52,saving,2014-02-09,active
1003156,1589,977701.05,current,2014-09-14,active
1003157,1590,969235.13,saving,2024-07-21,active
1003158,1590,328439.64,saving,2023-07-14,active
1003159,1591,385101.32,current,2023-08-28,active
1003160,1591,315568.97,saving,2011-12-13,active
1003161,1592,16668.49,saving,1991-05-14,active
1003162,1593,794833.58,saving,2015-02-27,active
1003163,1593,522481.35,saving,2018-10-20,active
1003164,1593,519096.78,saving,2016-10-16,active
1003165,1594,585156.89,saving,2016-07-15,inactive
1003166,1595,649174.63,current,2023-09-16,active
1003167,1595,998124.79,saving,2023-09-04,active
1003168,1596,484625.04,current,2008-03-11,active
1003169,1597,690559.05,saving,2025-02-21,active
1003170,1598,459830.14,saving,2006-09-25,active
1003171,1598,892054.93,saving,2013-01-14,active
1003172,1598,4977.29,current,2010-10-17,active
1003173,1599,139471.62,saving,2021-04-23,active
1003174,1599,29230.33,current,2021-04-19,active
1003175,1599,416393.62,current,2023-04-19,active
1003176,1600,304198.46,saving,2024-11-13,active
1003177,1600,831779.71,current,2023-08-02,active
1003178,1601,245613.49,saving,2025-02-26,active
1003179,1601,966997.86,current,2024-09-17,active
1003180,1602,159818.71,current,2025-02-04,active
1003181,1602,483534.21,saving,2024-08-15,active
1003182,1603,129859.95,saving,2024-02-14,active
1003183,1603,580075.58,saving,2023-11-26,active
1003184,1603,558469.11,current,2024-06-01,active
1003185,1604,906601.08,saving,2015-03-14,active
1003186,1605,612882.73,current,2023-09-29,active
1003187,1605,865075.31,current,2024-03-06,active
1003188,1606,949825.36,current,2019-09-24,active
1003189,1606,224591.08,current,2021-09-01,active
1003190,1607,496362.59,current,2007-09-01,active
1003191,1607,774654.19,current,2004-11-12,active
1003192,1607,817733.71,saving,2011-06-30,inactive
1003193,1608,413742.28,saving,2022-08-11,inactive
1003194,1608,967008.41,saving,2021-07-04,active
1003195,1609,121196.39,current,2007-10-05,active
1003196,1610,862205.97,saving,2024-12-16,active
1003197,1610,117635.32,saving,2025-02-27,active
1003198,1610,684720.12,saving,2025-02-07,active
1003199,1611,490656.57,saving,2023-07-17,active
1003200,1611,293887.28,saving,2024-01-04,active
1003201,1612,833640.87,saving,2024-05-28,active
1003202,1612,431354.88,current,2023-09-08,active
1003203,1612,674207.98,current,2022-09-14,active
1003204,1613,199649.79,current,2022-02-26,active
1003205,1614,439829.36,saving,2021-03-16,active
1003206,1615,696021.84,current,2012-10-07,active
1003207,1616,356103.03,saving,2024-01-22,active
1003208,1616,435102.77,current,2023-12-19,active
1003209,1617,775417.1,current,2022-09-13,active
1003210,1617,275921.35,current,2022-11-29,inactive
1003211,1617,501007.68,current,2024-04-22,active
1003212,1618,531145.13,saving,2020-03-07,active
1003213,1619,311857.36,current,2015-06-01,inactive
1003214,1619,290020.26,saving,2009-07-03,active
1003215,1619,133201.11,current,2023-12-26,active
1003216,1620,298232.15,saving,2025-03-14,active
1003217,1620,283836.9,saving,1989-06-13,active
1003218,1621,450384.82,saving,2017-12-29,active
1003219,1621,82202.77,saving,2000-03-12,active
1003220,1622,995256.11,saving,2019-06-21,active
1003221,1622,824008.28,current,2013-11-09,active
1003222,1623,47637.84,current,2024-09-28,active
1003223,1623,805361.95,saving,2024-12-18,active
1003224,1624,833244.36,saving,2025-03-11,active
1003225,1625,756808.78,current,2022-04-30,active
1003226,1625,629935.67,current,2014-09-19,active
1003227,1626,680341.74,current,2023-07-25,active
1003228,1627,495124.62,current,2024-03-26,active
1003229,1628,372749.86,saving,2021-06-24,active
1003230,1628,431570.09,current,2024-01-30,active
1003231,1628,44038.44,saving,2019-06-14,active
1003232,1629,701946.61,current,2023-03-31,active
1003233,1629,723391.15,current,2021-07-24,active
1003234,1629,951594.71,current,2022-08-08,active
1003235,1630,326758.88,current,2025-01-17,active
1003236,1631,199206.1,saving,2024-09-15,active
1003237,1631,847335.18,current,2024-04-18,active
1003238,1631,622813.77,current,2024-04-05,active
1003239,1632,61162.26,saving,2023-05-15,active
1003240,1633,662866.36,current,2009-08-30,active
1003241,1633,31783.44,saving,2022-04-19,active
1003242,1634,102413.65,current,2024-11-26,inactive
1003243,1634,275416.92,saving,2025-02-05,active
1003244,1634,626501.67,current,2024-12-29,active
1003245,1635,527073.74,saving,2005-06-10,active
1003246,1635,345140.14,current,2006-04-15,active
1003247,1635,165176.46,saving,2023-01-05,active
1003248,1636,613063.01,saving,2015-07-23,active
1003249,1636,13980.08,saving,2021-02-26,active
1003250,1636,667903.43,saving,2023-07-30,active
1003251,1637,658429.36,current,2013-09-28,active
1003252,1637,12434.16,current,2013-12-08,active
1003253,1637,859454.4,current,2008-11-19,active
1003254,1638,964830.65,current,2020-01-19,active
1003255,1638,835214.51,saving,2024-12-01,active
1003256,1639,477406.97,saving,2025-03-06,active
1003257,1639,457972.91,saving,2021-06-21,inactive
1003258,1639,449826.66,saving,1977-08-16,active
1003259,1640,315475.14,saving,2022-09-21,active
1003260,1640,383257.46,saving,2024-10-30,active
1003261,1641,114040.12,current,2020-02-05,active
1003262,1641,742860.73,current,2022-12-30,active
1003263,1642,329561.13,current,2020-06-25,active
1003264,1642,155205.47,saving,2019-10-03,active
1003265,1642,663337.91,current,2019-10-15,active
1003266,1643,708885.39,saving,2023-03-27,active
1003267,1644,244665.76,current,1993-01-11,inactive
1003268,1645,970683.56,current,2022-03-30,active
1003269,1646,672238.03,current,2023-05-22,active
1003270,1646,448802.34,current,2024-02-16,active
1003271,1646,357814.87,saving,2024-12-10,active
1003272,1647,930296.57,saving,2024-07-26,active
1003273,1647,60071.26,saving,2024-09-25,active
1003274,1648,639739.09,saving,2010-09-03,active
1003275,1648,696887.03,saving,2014-11-17,active
1003276,1648,48987.24,saving,2005-04-01,active
1003277,1649,455300.8,saving,2024-03-25,active
1003278,1649,934246.71,current,2022-04-03,active
1003279,1650,294233.88,current,2019-05-13,active
1003280,1650,221908.48,current,2023-10-07,active
1003281,1651,880448.5,saving,2007-07-17,active
1003282,1651,496407.54,saving,2013-03-15,active
1003283,1652,775858.53,saving,2021-03-24,active
1003284,1652,247887.54,current,2013-09-01,active
1003285,1652,516000.15,saving,2021-08-30,active
1003286,1653,697070.35,saving,2019-01-29,active
1003287,1653,852426.37,current,2021-08-18,active
1003288,1653,778122.02,saving,2024-05-17,active
1003289,1654,424003.01,saving,2021-05-16,active
1003290,1654,652960.61,current,2016-09-29,active
1003291,1654,998206.91,current,2023-07-01,inactive
1003292,1655,346348.82,current,1980-07-05,active
1003293,1655,571069.18,current,2017-05-03,active
1003294,1655,867156.74,saving,2011-04-15,active
1003295,1656,581424.17,saving,1996-10-09,active
1003296,1656,425493.86,saving,1995-08-23,active
1003297,1656,250985.66,current,2014-09-24,active
1003298,1657,332857.22,saving,1997-02-05,active
1003299,1657,918025.76,current,1988-05-17,active
1003300,1657,884726.26,current,2005-02-06,active
1003301,1658,786637.21,current,2021-02-01,active
1003302,1658,880873.76,saving,2017-09-09,active
1003303,1659,126094.34,current,2011-05-10,active
1003304,1659,168238.08,current,2015-01-30,active
1003305,1660,984282.84,saving,2024-09-19,active
1003306,1660,834128.69,saving,2009-06-09,active
1003307,1660,531688.54,current,2017-08-05,active
1003308,1661,258089.26,current,2022-03-15,active
1003309,1661,909254.62,current,2024-07-14,active
1003310,1662,366506.67,current,2016-10-19,active
1003311,1662,861205.49,saving,2011-02-20,active
1003312,1663,175223.43,saving,2025-01-11,active
1003313,1663,515333.7,saving,2014-08-25,inactive
1003314,1663,273851.19,saving,2024-07-17,inactive
1003315,1664,694812.95,saving,2013-01-23,active
1003316,1664,666557.89,current,2023-10-11,active
1003317,1664,471600.21,current,2003-01-23,inactive
1003318,1665,848610.15,current,2024-07-26,active
1003319,1665,830880.53,current,2024-07-21,active
1003320,1666,516616.92,saving,2024-02-09,active
1003321,1666,272600.41,current,2025-01-12,active
1003322,1667,192794.12,current,2016-08-03,active
1003323,1667,720009.38,current,1994-11-21,active
1003324,1668,572890.81,current,2013-04-24,active
1003325,1669,40964.69,current,1987-01-09,active
1003326,1669,751049.82,current,1992-11-19,active
1003327,1670,260057.96,saving,2021-05-20,active
1003328,1670,307524.07,current,2023-02-06,active
1003329,1671,919024.4,saving,2012-07-14,active
1003330,1671,231376.73,saving,2015-12-05,active
1003331,1671,454178.93,saving,2023-05-21,active
1003332,1672,495062.94,current,2017-07-06,inactive
1003333,1673,451253.19,current,2021-08-01,active
1003334,1673,739391.83,current,2017-05-01,active
1003335,1674,420837.45,saving,2023-12-18,inactive
1003336,1674,666759.37,current,2024-01-25,active
1003337,1674,560411.12,saving,2022-08-18,active
1003338,1675,822127.65,saving,2017-03-02,active
1003339,1675,245476.55,current,2008-02-17,active
1003340,1676,594518.58,saving,2024-11-24,active
1003341,1676,969374.69,saving,2023-09-21,active
1003342,1676,335885.46,current,2024-04-20,active
1003343,1677,813927.61,saving,2024-07-29,active
1003344,1678,899523.42,saving,2024-07-30,active
1003345,1679,79608.11,current,2024-07-26,active
1003346,1679,278572.05,saving,2024-11-09,active
1003347,1679,586190.84,current,2023-03-28,active
1003348,1680,885731.21,current,2024-12-02,active
1003349,1680,394765.95,current,2024-06-06,active
1003350,1680,805714.07,current,2024-04-01,active
1003351,1681,855737.03,saving,2024-04-28,active
1003352,1682,940162.54,saving,2020-02-25,active
1003353,1683,964076.43,saving,2015-05-13,inactive
1003354,1683,485625.77,saving,2022-07-02,active
1003355,1683,827407.17,saving,2019-12-23,active
1003356,1684,150339.09,current,1979-10-13,active
1003357,1684,5904.45,saving,1978-04-03,active
1003358,1685,232593.79,saving,2024-09-08,active
1003359,1685,208914.54,current,2018-11-27,active
1003360,1685,33741.87,saving,2024-06-09,inactive
1003361,1686,639388.77,saving,2016-02-08,active
1003362,1686,670881.32,current,2021-09-29,active
1003363,1686,728696.47,current,2024-01-19,active
1003364,1687,55884.48,saving,2023-11-11,active
1003365,1688,920479.07,saving,1997-07-04,active
1003366,1688,875616.96,saving,2014-11-05,active
1003367,1688,799972.84,saving,1987-12-31,inactive
1003368,1689,613360.2,current,2013-05-18,active
1003369,1690,124767.73,current,2025-01-13,active
1003370,1690,700228.14,current,2025-01-21,active
1003371,1691,660216.28,current,1999-05-11,active
1003372,1692,5510.6,saving,2013-02-27,active
1003373,1693,703185.5,saving,2016-01-20,active
1003374,1694,8504.03,saving,2024-10-05,active
1003375,1694,702197.22,current,2021-09-28,active
1003376,1694,638280.93,saving,2021-06-13,active
1003377,1695,359563.99,current,2019-11-06,active
1003378,1695,16112.44,current,2022-08-03,active
1003379,1695,195141.94,saving,2022-04-12,active
1003380,1696,686055.89,current,2023-07-13,inactive
1003381,1696,336584.95,saving,2018-12-04,inactive
1003382,1696,175761.7,current,2024-01-04,active
1003383,1697,661546.51,current,2017-03-22,active
1003384,1698,79459.75,current,2017-03-29,active
1003385,1698,928178.53,saving,2017-01-28,active
1003386,1698,895470.44,current,2022-03-17,active
1003387,1699,894543.08,saving,2002-02-22,active
1003388,1699,23902.59,saving,2023-09-16,active
1003389,1699,238935.6,current,2018-05-18,active
1003390,1700,710154.74,saving,2017-09-22,active
1003391,1700,730994.85,current,2020-07-25,active
1003392,1701,873899.31,current,2022-07-15,active
1003393,1702,578957.51,current,2013-05-13,inactive
1003394,1703,918045.5,current,2003-04-13,active
1003395,1704,310967.57,current,2020-04-20,active
1003396,1705,855289.4,saving,2019-07-20,inactive
1003397,1705,552655.59,saving,2021-05-11,active
1003398,1705,776598.49,current,2016-09-14,active
1003399,1706,632144.23,current,2021-03-02,active
1003400,1706,431541.85,saving,2022-05-05,active
1003401,1707,756382.65,saving,2024-08-12,active
1003402,1708,124198.67,current,2024-01-14,active
1003403,1708,887698.18,saving,2022-02-10,active
1003404,1708,696595.32,current,2024-06-25,active
1003405,1709,656864.03,saving,1988-05-16,active
1003406,1709,945356.72,saving,2024-05-04,active
1003407,1709,403966.14,saving,2015-02-28,active
1003408,1710,141887.79,current,2020-01-29,active
1003409,1711,246094.26,saving,2013-12-03,active
1003410,1711,692062.47,current,2006-05-25,active
1003411,1711,505105.13,saving,2024-04-12,active
1003412,1712,285216.58,current,2024-08-05,active
1003413,1712,253903.43,current,2024-09-10,active
1003414,1713,926612.71,saving,2012-09-10,inactive
1003415,1713,684299.96,saving,2007-01-01,active
1003416,1713,136402.95,saving,2008-07-15,active
1003417,1714,78874.75,current,2021-12-14,active
1003418,1715,931617.58,current,2021-05-10,inactive
1003419,1715,44759.67,saving,2025-02-14,active
1003420,1716,1770.5,saving,2022-01-06,active
1003421,1717,876946.18,current,2023-12-17,inactive
1003422,1717,298972.66,current,2024-05-20,active
1003423,1717,892570.51,saving,2024-12-22,active
1003424,1718,831164.35,saving,2025-02-05,active
1003425,1718,389044.39,saving,2025-02-07,active
1003426,1718,946858.25,saving,2025-02-01,active
1003427,1719,971779.88,current,2018-11-14,active
1003428,1719,907825.86,current,2018-12-03,active
1003429,1720,668353.86,current,1996-12-07,active
1003430,1721,179077.5,current,1997-07-06,active
1003431,1722,496191.19,saving,2018-05-09,active
1003432,1722,696352.07,saving,1990-11-23,inactive
1003433,1723,388043.06,current,2019-05-18,active
1003434,1724,240475.25,current,2024-02-03,active
1003435,1724,103941.76,saving,2022-01-20,active
1003436,1725,594916.53,saving,2022-11-04,active
1003437,1726,14419.47,saving,2021-05-13,active
1003438,1726,279299.44,saving,2024-01-13,active
1003439,1726,69432.24,saving,2023-03-05,active
1003440,1727,330095.7,saving,2023-10-17,active
1003441,1727,232034.56,saving,2023-10-07,active
1003442,1728,778914.21,current,2010-04-30,active
1003443,1728,501599.31,saving,2013-12-05,active
1003444,1728,516455.88,current,2011-02-28,active
1003445,1729,721415.96,saving,2019-12-30,active
1003446,1730,208131.35,saving,2025-02-08,active
1003447,1730,784659.91,saving,2023-08-21,active
1003448,1730,993029.89,current,2023-12-18,active
1003449,1731,623160.58,saving,2010-04-26,inactive
1003450,1731,622734.23,current,2015-10-11,inactive
1003451,1731,264507.38,current,2019-08-09,inactive
1003452,1732,890027.73,saving,2018-09-01,active
1003453,1733,978594.85,current,2024-04-23,active
1003454,1734,571531.43,saving,2022-10-20,inactive
1003455,1735,288496.15,current,2023-12-12,active
1003456,1735,340001.89,saving,2023-07-07,active
1003457,1735,134936.91,current,2021-09-14,active
1003458,1736,366147.15,saving,2024-07-27,active
1003459,1736,893042.7,saving,2013-02-06,inactive
1003460,1737,814365.56,saving,2023-03-18,active
1003461,1737,275222.93,current,2020-04-13,active
1003462,1737,542478.37,saving,2024-08-28,active
1003463,1738,696509.33,current,2024-11-09,inactive
1003464,1739,977534.41,saving,2025-02-28,active
1003465,1739,951914.76,saving,2024-10-04,active
1003466,1740,924310.54,current,2025-01-31,active
1003467,1740,653091.48,saving,2023-07-06,active
1003468,1740,660054.53,current,2009-03-09,active
1003469,1741,255903.43,saving,2024-09-26,active
1003470,1741,900569.04,saving,2025-01-31,inactive
1003471,1742,71197.6,current,2025-02-09,active
1003472,1743,508533.41,saving,2019-10-01,active
1003473,1743,967747.04,saving,2020-06-24,active
1003474,1744,693207.18,saving,2020-04-22,active
1003475,1744,824585.03,current,2010-02-11,active
1003476,1745,9376.51,current,2015-02-03,inactive
1003477,1745,747842.51,current,2006-06-07,active
1003478,1746,660015.99,saving,2024-08-18,active
1003479,1747,835579.59,saving,2024-09-02,active
1003480,1747,232293.0,current,2023-01-24,active
1003481,1748,739488.23,saving,2005-05-16,active
1003482,1748,905242.89,saving,2023-03-08,inactive
1003483,1749,956003.43,current,2024-12-12,active
1003484,1749,576273.24,saving,2025-01-15,active
1003485,1749,237818.23,saving,2024-07-13,active
1003486,1750,918293.93,current,2024-06-08,active
1003487,1750,728981.17,saving,1987-12-18,active
1003488,1750,64783.97,saving,1991-06-24,active
1003489,1751,345969.24,current,1993-10-28,active
1003490,1751,208365.74,saving,2011-02-03,active
1003491,1751,122360.92,saving,2009-09-12,inactive
1003492,1752,322364.22,current,2024-08-29,active
1003493,1752,188234.82,saving,2024-09-06,active
1003494,1752,552565.35,current,2024-03-12,active
1003495,1753,1973.59,saving,2022-05-17,active
1003496,1753,977531.36,current,2023-07-26,active
1003497,1753,897019.74,saving,2022-05-26,active
1003498,1754,202817.09,saving,2024-06-13,active
1003499,1754,862523.38,current,2023-07-27,active
1003500,1755,291939.75,current,2022-09-22,active
1003501,1755,408624.9,current,2015-01-20,active
1003502,1756,927456.52,saving,2020-08-04,active
1003503,1756,135592.88,current,2025-02-15,active
1003504,1757,308576.03,current,2022-10-08,active
1003505,1758,243834.18,saving,2022-12-17,active
1003506,1758,394686.16,saving,2023-07-04,inactive
1003507,1758,992035.09,current,2024-08-26,active
1003508,1759,32470.46,current,2018-10-05,active
1003509,1759,738528.14,current,2009-11-09,active
1003510,1760,552952.45,saving,1996-06-16,active
1003511,1761,843159.77,saving,2024-11-29,active
1003512,1761,481714.37,saving,2024-09-26,active
1003513,1762,963454.24,saving,2023-03-19,inactive
1003514,1762,75624.23,current,2024-03-11,active
1003515,1762,816854.03,saving,2025-01-22,active
1003516,1763,645236.29,current,2019-03-03,active
1003517,1763,444519.18,current,2023-11-27,active
1003518,1764,134593.07,current,2023-02-13,active
1003519,1765,341553.19,saving,2024-11-04,active
1003520,1765,938022.33,current,2024-11-19,active
1003521,1765,261664.88,saving,2023-05-01,active
1003522,1766,671171.01,current,2023-05-06,active
1003523,1766,255715.75,current,2020-09-02,active
1003524,1766,368940.15,current,2021-05-12,active
1003525,1767,544545.38,current,2005-09-23,active
1003526,1767,242724.47,saving,1988-09-01,inactive
1003527,1767,976261.76,current,2015-11-24,active
1003528,1768,624875.11,saving,2002-06-13,inactive
1003529,1768,186153.65,saving,2008-10-18,active
1003530,1769,713753.22,saving,2009-12-02,inactive
1003531,1770,534668.31,saving,2016-07-28,active
1003532,1770,357526.26,saving,2020-01-24,active
1003533,1771,835534.78,current,2023-11-01,inactive
1003534,1771,35031.29,current,2019-01-09,active
1003535,1772,422560.87,saving,2015-07-13,active
1003536,1773,265849.08,current,2021-03-16,active
1003537,1773,508402.64,saving,2024-01-19,active
1003538,1774,607494.18,current,2015-05-08,inactive
1003539,1774,20126.71,saving,2018-10-23,active
1003540,1775,616394.41,current,2021-03-03,active
1003541,1775,633731.33,current,2017-06-05,active
1003542,1775,114121.63,saving,2020-08-16,active
1003543,1776,636818.69,saving,2023-06-07,active
1003544,1777,379394.2,saving,2006-11-10,active
1003545,1778,603817.48,saving,2014-05-06,active
1003546,1779,258517.23,saving,2021-10-10,active
1003547,1779,149999.41,saving,2024-11-20,active
1003548,1780,120871.73,current,2017-05-05,active
1003549,1780,59677.92,saving,2010-12-14,active
1003550,1781,583583.35,saving,2024-11-13,inactive
1003551,1782,139368.07,saving,2021-09-09,active
1003552,1782,414419.51,current,2024-03-18,active
1003553,1782,634400.43,saving,2023-02-19,active
1003554,1783,454522.37,current,1988-01-05,active
1003555,1784,605275.85,saving,2019-07-31,active
1003556,1785,251449.77,saving,2020-10-26,active
1003557,1785,632700.84,saving,2022-11-10,inactive
1003558,1786,799976.93,current,2018-08-16,active
1003559,1787,315941.06,current,2022-09-12,active
1003560,1787,552871.58,current,2022-07-07,active
1003561,1787,682266.54,current,2021-11-19,active
1003562,1788,985439.65,current,2024-11-09,active
1003563,1788,349557.76,current,2016-10-30,active
1003564,1789,174247.62,saving,2022-09-03,active
1003565,1790,211682.92,current,2024-03-07,active
1003566,1791,163550.49,saving,2005-09-16,active
1003567,1791,910355.24,current,2016-08-20,active
1003568,1792,713959.99,saving,2021-10-29,active
1003569,1793,744201.87,current,2007-08-07,active
1003570,1793,414035.79,saving,2024-11-17,active
1003571,1793,656405.23,saving,2005-03-11,active
1003572,1794,23554.87,current,2024-08-01,active
1003573,1795,489892.96,current,2024-02-27,active
1003574,1795,658144.16,saving,2022-09-27,active
1003575,1795,246535.66,current,2022-10-10,active
1003576,1796,284799.27,saving,2023-08-01,active
1003577,1796,263362.51,saving,2024-04-02,active
1003578,1797,190230.9,current,2015-08-24,active
1003579,1797,653143.14,saving,2022-03-06,inactive
1003580,1798,551416.35,current,2013-11-14,active
1003581,1798,718626.02,saving,2017-04-27,active
1003582,1799,108739.49,current,2025-01-03,active
1003583,1799,803427.0,saving,2001-05-03,active
1003584,1799,711551.03,current,2008-11-26,active
1003585,1800,918873.64,saving,2015-07-11,active
1003586,1801,169328.06,current,2024-04-03,active
1003587,1801,300911.57,saving,2024-12-25,active
1003588,1802,189473.36,current,2025-03-08,active
1003589,1802,696558.98,saving,2024-12-08,active
1003590,1802,272596.33,current,2025-02-17,active
1003591,1803,298870.6,saving,2023-02-14,active
1003592,1803,908993.9,current,2022-08-18,active
1003593,1803,323912.61,current,2022-07-14,active
1003594,1804,832249.46,saving,2025-02-15,active
1003595,1805,319211.29,saving,2016-03-22,active
1003596,1805,190448.45,current,2018-12-19,active
1003597,1805,486246.61,saving,2023-04-25,active
1003598,1806,829210.14,saving,2016-08-10,active
1003599,1806,964082.14,current,2018-07-05,active
1003600,1807,26796.88,saving,2024-07-11,active
1003601,1808,302228.42,saving,2024-02-10,active
1003602,1809,962500.83,saving,2021-12-24,active
1003603,1809,706074.67,saving,2021-04-04,active
1003604,1810,542609.72,saving,2024-10-25,active
1003605,1810,368739.76,current,2025-02-19,active
1003606,1811,926990.3,current,2009-03-10,active
1003607,1811,697294.49,saving,1992-12-12,active
1003608,1811,383701.56,current,2016-08-27,active
1003609,1812,485614.66,current,2019-12-19,active
1003610,1813,249808.56,current,2019-12-09,active
1003611,1813,107814.73,current,2023-12-29,active
1003612,1814,300640.11,current,2024-04-25,inactive
1003613,1814,755143.01,saving,2019-12-01,active
1003614,1814,96202.45,current,2024-12-06,inactive
1003615,1815,387032.4,saving,2005-02-01,active
1003616,1815,289345.78,saving,2003-03-24,active
1003617,1815,585850.94,saving,2023-09-18,active
1003618,1816,635025.19,saving,1983-05-29,active
1003619,1816,549692.37,saving,2010-12-03,active
1003620,1816,453356.36,saving,2007-01-14,active
1003621,1817,830237.82,saving,2024-08-07,active
1003622,1818,578705.5,current,2023-03-26,inactive
1003623,1818,265408.16,saving,2024-11-24,active
1003624,1818,735959.59,saving,2023-04-28,active
1003625,1819,487835.84,current,2025-01-26,active
1003626,1820,402677.65,saving,2010-02-17,active
1003627,1820,241833.61,saving,2019-12-23,active
1003628,1821,442944.25,saving,2013-01-04,active
1003629,1822,447509.31,saving,2024-08-31,active
1003630,1823,742582.47,current,1998-01-19,active
1003631,1823,89541.57,current,2000-11-12,active
1003632,1823,142103.24,saving,2020-12-05,active
1003633,1824,456174.69,saving,2021-02-23,active
1003634,1824,951723.11,current,2004-04-11,active
1003635,1824,169232.85,current,2007-11-18,active
1003636,1825,52192.76,current,2016-09-26,active
1003637,1825,518080.97,saving,2022-06-12,active
1003638,1826,978369.67,saving,2014-11-22,active
1003639,1827,316963.14,current,2013-01-26,active
1003640,1827,603513.8,saving,2021-04-20,active
1003641,1828,336726.39,current,2014-02-06,active
1003642,1828,166416.39,current,2022-03-06,active
1003643,1829,84333.09,current,2024-08-09,active
1003644,1830,813372.38,current,2025-01-12,active
1003645,1830,874101.08,saving,2025-01-01,active
1003646,1831,871523.86,current,2016-05-16,active
1003647,1831,893905.75,current,2012-02-23,active
1003648,1831,216385.18,current,2003-05-02,active
1003649,1832,188723.35,saving,2025-03-03,active
1003650,1833,69345.83,current,2005-10-22,active
1003651,1833,657356.02,current,2016-06-20,active
1003652,1834,830597.97,current,2011-07-07,active
1003653,1834,639987.64,saving,2021-11-26,active
1003654,1834,68042.83,saving,2016-03-28,active
1003655,1835,309914.52,saving,1996-07-01,inactive
1003656,1835,935427.5,current,2013-06-28,active
1003657,1836,520507.76,current,1992-12-24,active
